x,y,z,value,field_name,learned_viscosity_param
0.0,0.0,0.33005446,0.33005446,pressure,0.05023981258273125
0.0,0.016949153,0.33683574,0.33683574,pressure,0.05023981258273125
0.0,0.033898305,0.34463036,0.34463036,pressure,0.05023981258273125
0.0,0.050847456,0.3532127,0.3532127,pressure,0.05023981258273125
0.0,0.06779661,0.36232385,0.36232385,pressure,0.05023981258273125
0.0,0.084745765,0.3716865,0.3716865,pressure,0.05023981258273125
0.0,0.10169491,0.38102463,0.38102463,pressure,0.05023981258273125
0.0,0.118644066,0.39008382,0.39008382,pressure,0.05023981258273125
0.0,0.13559322,0.3986499,0.3986499,pressure,0.05023981258273125
0.0,0.15254237,0.40656164,0.40656164,pressure,0.05023981258273125
0.0,0.16949153,0.41371283,0.41371283,pressure,0.05023981258273125
0.0,0.18644068,0.42004588,0.42004588,pressure,0.05023981258273125
0.0,0.20338982,0.42554185,0.42554185,pressure,0.05023981258273125
0.0,0.22033899,0.43021497,0.43021497,pressure,0.05023981258273125
0.0,0.23728813,0.4341118,0.4341118,pressure,0.05023981258273125
0.0,0.2542373,0.43731102,0.43731102,pressure,0.05023981258273125
0.0,0.27118644,0.43991837,0.43991837,pressure,0.05023981258273125
0.0,0.2881356,0.44205624,0.44205624,pressure,0.05023981258273125
0.0,0.30508474,0.44385135,0.44385135,pressure,0.05023981258273125
0.0,0.3220339,0.44542333,0.44542333,pressure,0.05023981258273125
0.0,0.33898306,0.44687572,0.44687572,pressure,0.05023981258273125
0.0,0.3559322,0.44828957,0.44828957,pressure,0.05023981258273125
0.0,0.37288135,0.44972017,0.44972017,pressure,0.05023981258273125
0.0,0.3898305,0.45119655,0.45119655,pressure,0.05023981258273125
0.0,0.40677965,0.4527236,0.4527236,pressure,0.05023981258273125
0.0,0.42372882,0.45428658,0.45428658,pressure,0.05023981258273125
0.0,0.44067797,0.4558555,0.4558555,pressure,0.05023981258273125
0.0,0.45762712,0.45738828,0.45738828,pressure,0.05023981258273125
0.0,0.47457626,0.45883122,0.45883122,pressure,0.05023981258273125
0.0,0.4915254,0.46011874,0.46011874,pressure,0.05023981258273125
0.0,0.5084746,0.46117148,0.46117148,pressure,0.05023981258273125
0.0,0.52542377,0.4618971,0.4618971,pressure,0.05023981258273125
0.0,0.5423729,0.46219298,0.46219298,pressure,0.05023981258273125
0.0,0.559322,0.46195257,0.46195257,pressure,0.05023981258273125
0.0,0.5762712,0.46107593,0.46107593,pressure,0.05023981258273125
0.0,0.59322035,0.4594796,0.4594796,pressure,0.05023981258273125
0.0,0.61016953,0.45710295,0.45710295,pressure,0.05023981258273125
0.0,0.62711865,0.45390996,0.45390996,pressure,0.05023981258273125
0.0,0.64406776,0.44988462,0.44988462,pressure,0.05023981258273125
0.0,0.66101694,0.445025,0.445025,pressure,0.05023981258273125
0.0,0.6779661,0.4393392,0.4393392,pressure,0.05023981258273125
0.0,0.6949153,0.4328442,0.4328442,pressure,0.05023981258273125
0.0,0.7118644,0.4255691,0.4255691,pressure,0.05023981258273125
0.0,0.7288135,0.41756228,0.41756228,pressure,0.05023981258273125
0.0,0.7457627,0.4089025,0.4089025,pressure,0.05023981258273125
0.0,0.7627119,0.399712,0.399712,pressure,0.05023981258273125
0.0,0.779661,0.3901651,0.3901651,pressure,0.05023981258273125
0.0,0.7966102,0.38048723,0.38048723,pressure,0.05023981258273125
0.0,0.8135593,0.37094173,0.37094173,pressure,0.05023981258273125
0.0,0.8305085,0.36180407,0.36180407,pressure,0.05023981258273125
0.0,0.84745765,0.35333318,0.35333318,pressure,0.05023981258273125
0.0,0.86440676,0.34574488,0.34574488,pressure,0.05023981258273125
0.0,0.88135594,0.33919734,0.33919734,pressure,0.05023981258273125
0.0,0.89830506,0.3337912,0.3337912,pressure,0.05023981258273125
0.0,0.91525424,0.32957983,0.32957983,pressure,0.05023981258273125
0.0,0.9322034,0.32658434,0.32658434,pressure,0.05023981258273125
0.0,0.9491525,0.3248062,0.3248062,pressure,0.05023981258273125
0.0,0.9661017,0.32423252,0.32423252,pressure,0.05023981258273125
0.0,0.9830508,0.3248335,0.3248335,pressure,0.05023981258273125
0.0,1.0,0.32655472,0.32655472,pressure,0.05023981258273125
0.016806724,0.0,0.32714975,0.32714975,pressure,0.05023981258273125
0.016806724,0.016949153,0.3339244,0.3339244,pressure,0.05023981258273125
0.016806724,0.033898305,0.34175906,0.34175906,pressure,0.05023981258273125
0.016806724,0.050847456,0.35042644,0.35042644,pressure,0.05023981258273125
0.016806724,0.06779661,0.359669,0.359669,pressure,0.05023981258273125
0.016806724,0.084745765,0.36921462,0.36921462,pressure,0.05023981258273125
0.016806724,0.10169491,0.3787931,0.3787931,pressure,0.05023981258273125
0.016806724,0.118644066,0.38815284,0.38815284,pressure,0.05023981258273125
0.016806724,0.13559322,0.39707616,0.39707616,pressure,0.05023981258273125
0.016806724,0.15254237,0.40538925,0.40538925,pressure,0.05023981258273125
0.016806724,0.16949153,0.4129664,0.4129664,pressure,0.05023981258273125
0.016806724,0.18644068,0.41972736,0.41972736,pressure,0.05023981258273125
0.016806724,0.20338982,0.42563203,0.42563203,pressure,0.05023981258273125
0.016806724,0.22033899,0.43067798,0.43067798,pressure,0.05023981258273125
