y,viscosity_learned,viscosity_reference,absolute_error,relative_error_percent,learned_viscosity_param,reference_viscosity_param,base_viscosity
0.0,0.02,0.02,0.0,0.0,0.05023981258273125,0.03,0.02
0.005025125628140704,0.02025246136976247,0.02015075376884422,0.00010170760091824868,0.5047334808661218,0.05023981258273125,0.03,0.02
0.010050251256281407,0.020504922739524936,0.020301507537688442,0.0002034152018364939,1.0019709199371851,0.05023981258273125,0.03,0.02
0.01507537688442211,0.020757384109287406,0.020452261306532663,0.00030512280275474257,1.4918780773511984,0.05023981258273125,0.03,0.02
0.020100502512562814,0.021009845479049875,0.020603015075376884,0.00040683040367299125,1.9746158617298843,0.05023981258273125,0.03,0.02
0.02512562814070352,0.021262306848812345,0.020753768844221105,0.0005085380045912399,2.4503405063839403,0.05023981258273125,0.03,0.02
0.03015075376884422,0.02151476821857481,0.020904522613065326,0.0006102456055094851,2.9192037378939313,0.05023981258273125,0.03,0.02
0.035175879396984924,0.02176722958833728,0.021055276381909547,0.0007119532064277338,3.381352937449142,0.05023981258273125,0.03,0.02
0.04020100502512563,0.02201969095809975,0.021206030150753768,0.0008136608073459825,3.8369312953045145,0.05023981258273125,0.03,0.02
0.04522613065326633,0.022272152327862216,0.02135678391959799,0.0009153684082642277,4.286077958696032,0.05023981258273125,0.03,0.02
0.05025125628140704,0.022524613697624686,0.021507537688442213,0.001017076009182473,4.72892817353533,0.05023981258273125,0.03,0.02
0.05527638190954774,0.022777075067387156,0.021658291457286434,0.0011187836101007216,5.1656134201866255,0.05023981258273125,0.03,0.02
0.06030150753768844,0.023029536437149622,0.021809045226130655,0.0012204912110189668,5.596261543612313,0.05023981258273125,0.03,0.02
0.06532663316582915,0.02328199780691209,0.021959798994974876,0.0013221988119372155,6.020996878158029,0.05023981258273125,0.03,0.02
0.07035175879396985,0.02353445917667456,0.022110552763819097,0.0014239064128554642,6.439940367232667,0.05023981258273125,0.03,0.02
0.07537688442211056,0.02378692054643703,0.022261306532663318,0.0015256140137737129,6.853209678125707,0.05023981258273125,0.03,0.02
0.08040201005025126,0.024039381916199497,0.02241206030150754,0.001627321614691958,7.260919312190575,0.05023981258273125,0.03,0.02
0.08542713567839195,0.024291843285961966,0.02256281407035176,0.0017290292156102068,7.663180710610938,0.05023981258273125,0.03,0.02
0.09045226130653267,0.024544304655724436,0.02271356783919598,0.0018307368165284554,8.060102355954925,0.05023981258273125,0.03,0.02
0.09547738693467336,0.024796766025486902,0.0228643216080402,0.0019324444174467006,8.451789869711943,0.05023981258273125,0.03,0.02
0.10050251256281408,0.02504922739524937,0.023015075376884422,0.0020341520183649493,8.838346105996177,0.05023981258273125,0.03,0.02
0.10552763819095477,0.02530168876501184,0.023165829145728643,0.002135859619283198,9.219871241591244,0.05023981258273125,0.03,0.02
0.11055276381909548,0.025554150134774307,0.023316582914572864,0.0022375672202014432,9.59646286250188,0.05023981258273125,0.03,0.02
0.11557788944723618,0.025806611504536777,0.023467336683417085,0.002339274821119692,9.968216047169564,0.05023981258273125,0.03,0.02
0.12060301507537688,0.026059072874299247,0.023618090452261306,0.0024409824220379406,10.335223446501068,0.05023981258273125,0.03,0.02
0.12562814070351758,0.026311534244061713,0.023768844221105527,0.002542690022956186,10.697575360851607,0.05023981258273125,0.03,0.02
0.1306532663316583,0.026563995613824186,0.023919597989949748,0.002644397623874438,11.055359814096915,0.05023981258273125,0.03,0.02
0.135678391959799,0.026816456983586652,0.02407035175879397,0.002746105224792683,11.408662624921586,0.05023981258273125,0.03,0.02
0.1407035175879397,0.02706891835334912,0.02422110552763819,0.002847812825710932,11.75756747544555,0.05023981258273125,0.03,0.02
0.1457286432160804,0.027321379723111588,0.02437185929648241,0.002949520426629177,12.102155977303223,0.05023981258273125,0.03,0.02
0.15075376884422112,0.027573841092874057,0.024522613065326635,0.0030512280275474223,12.442507735285593,0.05023981258273125,0.03,0.02
0.15577889447236182,0.027826302462636527,0.024673366834170856,0.003152935628465671,12.778700408649051,0.05023981258273125,0.03,0.02
0.16080402010050251,0.028078763832398997,0.024824120603015077,0.0032546432293839196,13.110809770190283,0.05023981258273125,0.03,0.02
0.1658291457286432,0.028331225202161463,0.024974874371859298,0.003356350830302165,13.438909763181705,0.05023981258273125,0.03,0.02
0.1708542713567839,0.028583686571923932,0.02512562814070352,0.0034580584312204135,13.763072556257244,0.05023981258273125,0.03,0.02
0.17587939698492464,0.028836147941686402,0.02527638190954774,0.003559766032138662,14.083368596333873,0.05023981258273125,0.03,0.02
0.18090452261306533,0.029088609311448868,0.02542713567839196,0.0036614736330569074,14.399866659650684,0.05023981258273125,0.03,0.02
0.18592964824120603,0.029341070681211338,0.02557788944723618,0.003763181233975156,14.712633901003066,0.05023981258273125,0.03,0.02
0.19095477386934673,0.029593532050973807,0.025728643216080403,0.0038648888348934048,15.021735901245851,0.05023981258273125,0.03,0.02
0.19597989949748745,0.029845993420736273,0.025879396984924623,0.00396659643581165,15.327236713136278,0.05023981258273125,0.03,0.02
0.20100502512562815,0.030098454790498747,0.026030150753768844,0.004068304036729902,15.629198905583989,0.05023981258273125,0.03,0.02
0.20603015075376885,0.030350916160261213,0.026180904522613065,0.004170011637648147,15.927683606372003,0.05023981258273125,0.03,0.02
0.21105527638190955,0.03060337753002368,0.026331658291457286,0.0042717192385663925,16.222750543410534,0.05023981258273125,0.03,0.02
0.21608040201005024,0.03085583889978615,0.026482412060301507,0.004373426839484641,16.514458084581474,0.05023981258273125,0.03,0.02
