x,y,z,value,field_name,learned_viscosity_param
0.0,0.0,0.33005446,0.33005446,pressure,0.05023981258273125
0.0,0.011235955,0.3344267,0.3344267,pressure,0.05023981258273125
0.0,0.02247191,0.33927435,0.33927435,pressure,0.05023981258273125
0.0,0.033707865,0.34453797,0.34453797,pressure,0.05023981258273125
0.0,0.04494382,0.35014966,0.35014966,pressure,0.05023981258273125
0.0,0.056179777,0.35603502,0.35603502,pressure,0.05023981258273125
0.0,0.06741573,0.36211526,0.36211526,pressure,0.05023981258273125
0.0,0.07865169,0.3683088,0.3683088,pressure,0.05023981258273125
0.0,0.08988764,0.37453425,0.37453425,pressure,0.05023981258273125
0.0,0.101123594,0.3807131,0.3807131,pressure,0.05023981258273125
0.0,0.11235955,0.386772,0.386772,pressure,0.05023981258273125
0.0,0.123595506,0.39264557,0.39264557,pressure,0.05023981258273125
0.0,0.13483146,0.39827797,0.39827797,pressure,0.05023981258273125
0.0,0.14606741,0.40362436,0.40362436,pressure,0.05023981258273125
0.0,0.15730338,0.40865055,0.40865055,pressure,0.05023981258273125
0.0,0.16853933,0.41333243,0.41333243,pressure,0.05023981258273125
0.0,0.17977528,0.41765496,0.41765496,pressure,0.05023981258273125
0.0,0.19101124,0.42161033,0.42161033,pressure,0.05023981258273125
0.0,0.20224719,0.4251975,0.4251975,pressure,0.05023981258273125
0.0,0.21348315,0.4284215,0.4284215,pressure,0.05023981258273125
0.0,0.2247191,0.43129376,0.43129376,pressure,0.05023981258273125
0.0,0.23595506,0.43383178,0.43383178,pressure,0.05023981258273125
0.0,0.24719101,0.4360595,0.4360595,pressure,0.05023981258273125
0.0,0.25842696,0.4380061,0.4380061,pressure,0.05023981258273125
0.0,0.26966292,0.43970513,0.43970513,pressure,0.05023981258273125
0.0,0.28089887,0.4411927,0.4411927,pressure,0.05023981258273125
0.0,0.29213482,0.44250605,0.44250605,pressure,0.05023981258273125
0.0,0.3033708,0.44368187,0.44368187,pressure,0.05023981258273125
0.0,0.31460676,0.44475493,0.44475493,pressure,0.05023981258273125
0.0,0.3258427,0.44575688,0.44575688,pressure,0.05023981258273125
0.0,0.33707866,0.44671574,0.44671574,pressure,0.05023981258273125
0.0,0.3483146,0.44765475,0.44765475,pressure,0.05023981258273125
0.0,0.35955057,0.44859216,0.44859216,pressure,0.05023981258273125
0.0,0.37078652,0.4495412,0.4495412,pressure,0.05023981258273125
0.0,0.38202247,0.4505099,0.4505099,pressure,0.05023981258273125
0.0,0.39325842,0.45150152,0.45150152,pressure,0.05023981258273125
0.0,0.40449437,0.45251513,0.45251513,pressure,0.05023981258273125
0.0,0.41573033,0.45354608,0.45354608,pressure,0.05023981258273125
0.0,0.4269663,0.4545869,0.4545869,pressure,0.05023981258273125
0.0,0.43820226,0.4556275,0.4556275,pressure,0.05023981258273125
0.0,0.4494382,0.45665538,0.45665538,pressure,0.05023981258273125
0.0,0.46067417,0.45765606,0.45765606,pressure,0.05023981258273125
0.0,0.47191012,0.45861274,0.45861274,pressure,0.05023981258273125
0.0,0.48314607,0.4595063,0.4595063,pressure,0.05023981258273125
0.0,0.49438202,0.46031493,0.46031493,pressure,0.05023981258273125
0.0,0.505618,0.46101424,0.46101424,pressure,0.05023981258273125
0.0,0.5168539,0.46157733,0.46157733,pressure,0.05023981258273125
0.0,0.5280899,0.4619749,0.4619749,pressure,0.05023981258273125
0.0,0.53932583,0.46217635,0.46217635,pressure,0.05023981258273125
0.0,0.5505618,0.46215022,0.46215022,pressure,0.05023981258273125
0.0,0.56179774,0.46186644,0.46186644,pressure,0.05023981258273125
0.0,0.5730337,0.46129683,0.46129683,pressure,0.05023981258273125
0.0,0.58426964,0.4604166,0.4604166,pressure,0.05023981258273125
0.0,0.5955056,0.45920566,0.45920566,pressure,0.05023981258273125
0.0,0.60674155,0.45764863,0.45764863,pressure,0.05023981258273125
0.0,0.6179775,0.45573476,0.45573476,pressure,0.05023981258273125
0.0,0.62921345,0.45345762,0.45345762,pressure,0.05023981258273125
0.0,0.6404494,0.45081404,0.45081404,pressure,0.05023981258273125
0.0,0.65168536,0.44780344,0.44780344,pressure,0.05023981258273125
0.0,0.6629213,0.4444271,0.4444271,pressure,0.05023981258273125
0.0,0.67415726,0.44068813,0.44068813,pressure,0.05023981258273125
0.0,0.6853932,0.4365913,0.4365913,pressure,0.05023981258273125
0.0,0.69662917,0.43214342,0.43214342,pressure,0.05023981258273125
0.0,0.7078652,0.4273539,0.4273539,pressure,0.05023981258273125
0.0,0.71910113,0.4222363,0.4222363,pressure,0.05023981258273125
0.0,0.7303371,0.41680908,0.41680908,pressure,0.05023981258273125
0.0,0.74157304,0.41109803,0.41109803,pressure,0.05023981258273125
