x,y,z,value,field_name,learned_viscosity_param
0.0,0.0,0.02210057,0.02210057,v_velocity,0.05023981258273125
0.0,0.020408163,0.0195825,0.0195825,v_velocity,0.05023981258273125
0.0,0.040816326,0.016902946,0.016902946,v_velocity,0.05023981258273125
0.0,0.06122449,0.01420809,0.01420809,v_velocity,0.05023981258273125
0.0,0.08163265,0.011660544,0.011660544,v_velocity,0.05023981258273125
0.0,0.10204081,0.00941886,0.00941886,v_velocity,0.05023981258273125
0.0,0.12244898,0.0076121055,0.0076121055,v_velocity,0.05023981258273125
0.0,0.14285713,0.0063190125,0.0063190125,v_velocity,0.05023981258273125
0.0,0.1632653,0.0055600964,0.0055600964,v_velocity,0.05023981258273125
0.0,0.18367347,0.005304761,0.005304761,v_velocity,0.05023981258273125
0.0,0.20408162,0.005485624,0.005485624,v_velocity,0.05023981258273125
0.0,0.2244898,0.006010469,0.006010469,v_velocity,0.05023981258273125
0.0,0.24489796,0.0067673363,0.0067673363,v_velocity,0.05023981258273125
0.0,0.26530612,0.007628329,0.007628329,v_velocity,0.05023981258273125
0.0,0.28571427,0.0084583685,0.0084583685,v_velocity,0.05023981258273125
0.0,0.30612245,0.00912917,0.00912917,v_velocity,0.05023981258273125
0.0,0.3265306,0.009535696,0.009535696,v_velocity,0.05023981258273125
0.0,0.34693876,0.009611111,0.009611111,v_velocity,0.05023981258273125
0.0,0.36734694,0.009334978,0.009334978,v_velocity,0.05023981258273125
0.0,0.3877551,0.0087338425,0.0087338425,v_velocity,0.05023981258273125
0.0,0.40816325,0.00787301,0.00787301,v_velocity,0.05023981258273125
0.0,0.42857143,0.006843481,0.006843481,v_velocity,0.05023981258273125
0.0,0.4489796,0.0057455227,0.0057455227,v_velocity,0.05023981258273125
0.0,0.46938774,0.0046745613,0.0046745613,v_velocity,0.05023981258273125
0.0,0.48979592,0.0037100203,0.0037100203,v_velocity,0.05023981258273125
0.0,0.5102041,0.002911754,0.002911754,v_velocity,0.05023981258273125
0.0,0.53061223,0.0023225024,0.0023225024,v_velocity,0.05023981258273125
0.0,0.55102044,0.0019735545,0.0019735545,v_velocity,0.05023981258273125
0.0,0.5714286,0.0018877164,0.0018877164,v_velocity,0.05023981258273125
0.0,0.59183675,0.002080828,0.002080828,v_velocity,0.05023981258273125
0.0,0.6122449,0.002563648,0.002563648,v_velocity,0.05023981258273125
0.0,0.63265306,0.0033472925,0.0033472925,v_velocity,0.05023981258273125
0.0,0.6530612,0.0044477805,0.0044477805,v_velocity,0.05023981258273125
0.0,0.6734694,0.005882226,0.005882226,v_velocity,0.05023981258273125
0.0,0.6938776,0.007656727,0.007656727,v_velocity,0.05023981258273125
0.0,0.71428573,0.009749867,0.009749867,v_velocity,0.05023981258273125
0.0,0.7346939,0.012102041,0.012102041,v_velocity,0.05023981258273125
0.0,0.75510204,0.014614299,0.014614299,v_velocity,0.05023981258273125
0.0,0.7755102,0.01716008,0.01716008,v_velocity,0.05023981258273125
0.0,0.79591835,0.019607484,0.019607484,v_velocity,0.05023981258273125
0.0,0.81632656,0.021842845,0.021842845,v_velocity,0.05023981258273125
0.0,0.8367347,0.023785599,0.023785599,v_velocity,0.05023981258273125
0.0,0.85714287,0.025391653,0.025391653,v_velocity,0.05023981258273125
0.0,0.877551,0.026647724,0.026647724,v_velocity,0.05023981258273125
0.0,0.8979592,0.027560513,0.027560513,v_velocity,0.05023981258273125
0.0,0.9183673,0.028145202,0.028145202,v_velocity,0.05023981258273125
0.0,0.93877554,0.028417168,0.028417168,v_velocity,0.05023981258273125
0.0,0.9591837,0.028388413,0.028388413,v_velocity,0.05023981258273125
0.0,0.97959185,0.028068393,0.028068393,v_velocity,0.05023981258273125
0.0,1.0,0.027468696,0.027468696,v_velocity,0.05023981258273125
0.02020202,0.0,0.023275346,0.023275346,v_velocity,0.05023981258273125
0.02020202,0.020408163,0.020689582,0.020689582,v_velocity,0.05023981258273125
0.02020202,0.040816326,0.017940538,0.017940538,v_velocity,0.05023981258273125
0.02020202,0.06122449,0.015172498,0.015172498,v_velocity,0.05023981258273125
0.02020202,0.08163265,0.012540894,0.012540894,v_velocity,0.05023981258273125
0.02020202,0.10204081,0.010194365,0.010194365,v_velocity,0.05023981258273125
0.02020202,0.12244898,0.008254111,0.008254111,v_velocity,0.05023981258273125
0.02020202,0.14285713,0.0067979135,0.0067979135,v_velocity,0.05023981258273125
0.02020202,0.1632653,0.00585432,0.00585432,v_velocity,0.05023981258273125
0.02020202,0.18367347,0.0054076314,0.0054076314,v_velocity,0.05023981258273125
0.02020202,0.20408162,0.0054080263,0.0054080263,v_velocity,0.05023981258273125
0.02020202,0.2244898,0.005778853,0.005778853,v_velocity,0.05023981258273125
0.02020202,0.24489796,0.0064191185,0.0064191185,v_velocity,0.05023981258273125
0.02020202,0.26530612,0.0072053447,0.0072053447,v_velocity,0.05023981258273125
0.02020202,0.28571427,0.007999688,0.007999688,v_velocity,0.05023981258273125
0.02020202,0.30612245,0.008664459,0.008664459,v_velocity,0.05023981258273125
0.02020202,0.3265306,0.009081714,0.009081714,v_velocity,0.05023981258273125
0.02020202,0.34693876,0.009171549,0.009171549,v_velocity,0.05023981258273125
0.02020202,0.36734694,0.008903984,0.008903984,v_velocity,0.05023981258273125
0.02020202,0.3877551,0.008301698,0.008301698,v_velocity,0.05023981258273125
0.02020202,0.40816325,0.0074327104,0.0074327104,v_velocity,0.05023981258273125
0.02020202,0.42857143,0.0063952133,0.0063952133,v_velocity,0.05023981258273125
0.02020202,0.4489796,0.0052984953,0.0052984953,v_velocity,0.05023981258273125
0.02020202,0.46938774,0.0042450614,0.0042450614,v_velocity,0.05023981258273125
0.02020202,0.48979592,0.0033176802,0.0033176802,v_velocity,0.05023981258273125
0.02020202,0.5102041,0.0025749952,0.0025749952,v_velocity,0.05023981258273125
0.02020202,0.53061223,0.0020553172,0.0020553172,v_velocity,0.05023981258273125
0.02020202,0.55102044,0.0017833337,0.0017833337,v_velocity,0.05023981258273125
0.02020202,0.5714286,0.0017761961,0.0017761961,v_velocity,0.05023981258273125
0.02020202,0.59183675,0.0020461008,0.0020461008,v_velocity,0.05023981258273125
0.02020202,0.6122449,0.0026037842,0.0026037842,v_velocity,0.05023981258273125
0.02020202,0.63265306,0.003463164,0.003463164,v_velocity,0.05023981258273125
0.02020202,0.6530612,0.0046440884,0.0046440884,v_velocity,0.05023981258273125
0.02020202,0.6734694,0.0061664954,0.0061664954,v_velocity,0.05023981258273125
0.02020202,0.6938776,0.00803484,0.00803484,v_velocity,0.05023981258273125
0.02020202,0.71428573,0.01022207,0.01022207,v_velocity,0.05023981258273125
0.02020202,0.7346939,0.012660123,0.012660123,v_velocity,0.05023981258273125
0.02020202,0.75510204,0.015241668,0.015241668,v_velocity,0.05023981258273125
0.02020202,0.7755102,0.017835047,0.017835047,v_velocity,0.05023981258273125
0.02020202,0.79591835,0.02030677,0.02030677,v_velocity,0.05023981258273125
0.02020202,0.81632656,0.022543237,0.022543237,v_velocity,0.05023981258273125
0.02020202,0.8367347,0.024464516,0.024464516,v_velocity,0.05023981258273125
0.02020202,0.85714287,0.026028402,0.026028402,v_velocity,0.05023981258273125
0.02020202,0.877551,0.027224567,0.027224567,v_velocity,0.05023981258273125
0.02020202,0.8979592,0.028063692,0.028063692,v_velocity,0.05023981258273125
0.02020202,0.9183673,0.02856538,0.02856538,v_velocity,0.05023981258273125
0.02020202,0.93877554,0.028749315,0.028749315,v_velocity,0.05023981258273125
0.02020202,0.9591837,0.028631536,0.028631536,v_velocity,0.05023981258273125
0.02020202,0.97959185,0.028225344,0.028225344,v_velocity,0.05023981258273125
0.02020202,1.0,0.027546518,0.027546518,v_velocity,0.05023981258273125
0.04040404,0.0,0.024321109,0.024321109,v_velocity,0.05023981258273125
0.04040404,0.020408163,0.021691248,0.021691248,v_velocity,0.05023981258273125
0.04040404,0.040816326,0.018899674,0.018899674,v_velocity,0.05023981258273125
0.04040404,0.06122449,0.016088238,0.016088238,v_velocity,0.05023981258273125
0.04040404,0.08163265,0.013404271,0.013404271,v_velocity,0.05023981258273125
0.04040404,0.10204081,0.0109849125,0.0109849125,v_velocity,0.05023981258273125
0.04040404,0.12244898,0.0089413,0.0089413,v_velocity,0.05023981258273125
0.04040404,0.14285713,0.0073476955,0.0073476955,v_velocity,0.05023981258273125
0.04040404,0.1632653,0.0062383637,0.0062383637,v_velocity,0.05023981258273125
0.04040404,0.18367347,0.0056106783,0.0056106783,v_velocity,0.05023981258273125
0.04040404,0.20408162,0.0054309405,0.0054309405,v_velocity,0.05023981258273125
0.04040404,0.2244898,0.0056374855,0.0056374855,v_velocity,0.05023981258273125
0.04040404,0.24489796,0.0061405003,0.0061405003,v_velocity,0.05023981258273125
0.04040404,0.26530612,0.006823536,0.006823536,v_velocity,0.05023981258273125
0.04040404,0.28571427,0.00754999,0.00754999,v_velocity,0.05023981258273125
0.04040404,0.30612245,0.008177947,0.008177947,v_velocity,0.05023981258273125
0.04040404,0.3265306,0.008580882,0.008580882,v_velocity,0.05023981258273125
0.04040404,0.34693876,0.008668292,0.008668292,v_velocity,0.05023981258273125
0.04040404,0.36734694,0.008401163,0.008401163,v_velocity,0.05023981258273125
0.04040404,0.3877551,0.0077970885,0.0077970885,v_velocity,0.05023981258273125
0.04040404,0.40816325,0.00692416,0.00692416,v_velocity,0.05023981258273125
0.04040404,0.42857143,0.005884692,0.005884692,v_velocity,0.05023981258273125
0.04040404,0.4489796,0.004794378,0.004794378,v_velocity,0.05023981258273125
0.04040404,0.46938774,0.0037611015,0.0037611015,v_velocity,0.05023981258273125
0.04040404,0.48979592,0.0028705448,0.0028705448,v_velocity,0.05023981258273125
0.04040404,0.5102041,0.0021810234,0.0021810234,v_velocity,0.05023981258273125
0.04040404,0.53061223,0.001727663,0.001727663,v_velocity,0.05023981258273125
0.04040404,0.55102044,0.0015302896,0.0015302896,v_velocity,0.05023981258273125
0.04040404,0.5714286,0.0016014501,0.0016014501,v_velocity,0.05023981258273125
0.04040404,0.59183675,0.0019509867,0.0019509867,v_velocity,0.05023981258273125
0.04040404,0.6122449,0.0025901422,0.0025901422,v_velocity,0.05023981258273125
0.04040404,0.63265306,0.0035354868,0.0035354868,v_velocity,0.05023981258273125
0.04040404,0.6530612,0.0048091635,0.0048091635,v_velocity,0.05023981258273125
0.04040404,0.6734694,0.0064309984,0.0064309984,v_velocity,0.05023981258273125
0.04040404,0.6938776,0.00840186,0.00840186,v_velocity,0.05023981258273125
0.04040404,0.71428573,0.010687791,0.010687791,v_velocity,0.05023981258273125
0.04040404,0.7346939,0.013212606,0.013212606,v_velocity,0.05023981258273125
0.04040404,0.75510204,0.015862986,0.015862986,v_velocity,0.05023981258273125
0.04040404,0.7755102,0.018504906,0.018504906,v_velocity,0.05023981258273125
0.04040404,0.79591835,0.021004926,0.021004926,v_velocity,0.05023981258273125
0.04040404,0.81632656,0.02324941,0.02324941,v_velocity,0.05023981258273125
0.04040404,0.8367347,0.025157565,0.025157565,v_velocity,0.05023981258273125
0.04040404,0.85714287,0.026686383,0.026686383,v_velocity,0.05023981258273125
0.04040404,0.877551,0.027826622,0.027826622,v_velocity,0.05023981258273125
0.04040404,0.8979592,0.028592002,0.028592002,v_velocity,0.05023981258273125
0.04040404,0.9183673,0.0290064,0.0290064,v_velocity,0.05023981258273125
0.04040404,0.93877554,0.029094094,0.029094094,v_velocity,0.05023981258273125
0.04040404,0.9591837,0.028875438,0.028875438,v_velocity,0.05023981258273125
0.04040404,0.97959185,0.02836812,0.02836812,v_velocity,0.05023981258273125
0.04040404,1.0,0.027592903,0.027592903,v_velocity,0.05023981258273125
0.060606062,0.0,0.02524075,0.02524075,v_velocity,0.05023981258273125
0.060606062,0.020408163,0.02259228,0.02259228,v_velocity,0.05023981258273125
0.060606062,0.040816326,0.019785468,0.019785468,v_velocity,0.05023981258273125
0.060606062,0.06122449,0.016958795,0.016958795,v_velocity,0.05023981258273125
0.060606062,0.08163265,0.014250902,0.014250902,v_velocity,0.05023981258273125
0.060606062,0.10204081,0.011786614,0.011786614,v_velocity,0.05023981258273125
0.060606062,0.12244898,0.009666096,0.009666096,v_velocity,0.05023981258273125
0.060606062,0.14285713,0.007958807,0.007958807,v_velocity,0.05023981258273125
0.060606062,0.1632653,0.0067031197,0.0067031197,v_velocity,0.05023981258273125
0.060606062,0.18367347,0.005907703,0.005907703,v_velocity,0.05023981258273125
0.060606062,0.20408162,0.0055528022,0.0055528022,v_velocity,0.05023981258273125
0.060606062,0.2244898,0.0055897757,0.0055897757,v_velocity,0.05023981258273125
0.060606062,0.24489796,0.005939629,0.005939629,v_velocity,0.05023981258273125
0.060606062,0.26530612,0.006493978,0.006493978,v_velocity,0.05023981258273125
0.060606062,0.28571427,0.00712125,0.00712125,v_velocity,0.05023981258273125
0.060606062,0.30612245,0.007680308,0.007680308,v_velocity,0.05023981258273125
0.060606062,0.3265306,0.008040838,0.008040838,v_velocity,0.05023981258273125
0.060606062,0.34693876,0.008105319,0.008105319,v_velocity,0.05023981258273125
0.060606062,0.36734694,0.007827066,0.007827066,v_velocity,0.05023981258273125
0.060606062,0.3877551,0.007217653,0.007217653,v_velocity,0.05023981258273125
0.060606062,0.40816325,0.006342642,0.006342642,v_velocity,0.05023981258273125
0.060606062,0.42857143,0.005305212,0.005305212,v_velocity,0.05023981258273125
0.060606062,0.4489796,0.0042238943,0.0042238943,v_velocity,0.05023981258273125
0.060606062,0.46938774,0.003209956,0.003209956,v_velocity,0.05023981258273125
0.060606062,0.48979592,0.002351787,0.002351787,v_velocity,0.05023981258273125
0.060606062,0.5102041,0.0017087162,0.0017087162,v_velocity,0.05023981258273125
0.060606062,0.53061223,0.0013147444,0.0013147444,v_velocity,0.05023981258273125
0.060606062,0.55102044,0.0011870787,0.0011870787,v_velocity,0.05023981258273125
0.060606062,0.5714286,0.0013355017,0.0013355017,v_velocity,0.05023981258273125
0.060606062,0.59183675,0.0017682239,0.0017682239,v_velocity,0.05023981258273125
0.060606062,0.6122449,0.002496913,0.002496913,v_velocity,0.05023981258273125
0.060606062,0.63265306,0.0035391375,0.0035391375,v_velocity,0.05023981258273125
0.060606062,0.6530612,0.0049173012,0.0049173012,v_velocity,0.05023981258273125
0.060606062,0.6734694,0.006648496,0.006648496,v_velocity,0.05023981258273125
0.060606062,0.6938776,0.0087282285,0.0087282285,v_velocity,0.05023981258273125
0.060606062,0.71428573,0.011115383,0.011115383,v_velocity,0.05023981258273125
0.060606062,0.7346939,0.013727032,0.013727032,v_velocity,0.05023981258273125
0.060606062,0.75510204,0.016446315,0.016446315,v_velocity,0.05023981258273125
0.060606062,0.7755102,0.019139014,0.019139014,v_velocity,0.05023981258273125
0.060606062,0.79591835,0.021672748,0.021672748,v_velocity,0.05023981258273125
0.060606062,0.81632656,0.023933575,0.023933575,v_velocity,0.05023981258273125
0.060606062,0.8367347,0.025838045,0.025838045,v_velocity,0.05023981258273125
0.060606062,0.85714287,0.027340155,0.027340155,v_velocity,0.05023981258273125
0.060606062,0.877551,0.028429812,0.028429812,v_velocity,0.05023981258273125
0.060606062,0.8979592,0.029122977,0.029122977,v_velocity,0.05023981258273125
0.060606062,0.9183673,0.029447647,0.029447647,v_velocity,0.05023981258273125
0.060606062,0.93877554,0.029432805,0.029432805,v_velocity,0.05023981258273125
0.060606062,0.9591837,0.029103324,0.029103324,v_velocity,0.05023981258273125
0.060606062,0.97959185,0.028481659,0.028481659,v_velocity,0.05023981258273125
0.060606062,1.0,0.02759496,0.02759496,v_velocity,0.05023981258273125
0.08080808,0.0,0.026049187,0.026049187,v_velocity,0.05023981258273125
0.08080808,0.020408163,0.023407703,0.023407703,v_velocity,0.05023981258273125
0.08080808,0.040816326,0.020611627,0.020611627,v_velocity,0.05023981258273125
0.08080808,0.06122449,0.017794875,0.017794875,v_velocity,0.05023981258273125
0.08080808,0.08163265,0.015086735,0.015086735,v_velocity,0.05023981258273125
0.08080808,0.10204081,0.012600094,0.012600094,v_velocity,0.05023981258273125
0.08080808,0.12244898,0.010424178,0.010424178,v_velocity,0.05023981258273125
0.08080808,0.14285713,0.00862376,0.00862376,v_velocity,0.05023981258273125
0.08080808,0.1632653,0.007240437,0.007240437,v_velocity,0.05023981258273125
0.08080808,0.18367347,0.0062923953,0.0062923953,v_velocity,0.05023981258273125
0.08080808,0.20408162,0.0057714023,0.0057714023,v_velocity,0.05023981258273125
0.08080808,0.2244898,0.0056389943,0.0056389943,v_velocity,0.05023981258273125
0.08080808,0.24489796,0.0058253035,0.0058253035,v_velocity,0.05023981258273125
0.08080808,0.26530612,0.006230578,0.006230578,v_velocity,0.05023981258273125
0.08080808,0.28571427,0.0067309365,0.0067309365,v_velocity,0.05023981258273125
0.08080808,0.30612245,0.0071904473,0.0071904473,v_velocity,0.05023981258273125
0.08080808,0.3265306,0.0074797757,0.0074797757,v_velocity,0.05023981258273125
0.08080808,0.34693876,0.0074984096,0.0074984096,v_velocity,0.05023981258273125
0.08080808,0.36734694,0.0071939714,0.0071939714,v_velocity,0.05023981258273125
